"Cultural Survival Framework Database © Richard Matthew Garrick 2025. All Rights Reserved.  Original empirical research analyzing 151 religious practices across 74 cultures for survival benefit correlations. This database represents months of systematic coding and analysis supporting the Cultural Survival Framework theory.  Database completion: June 18, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Practice_ID,Local_Name,English_Name,Culture_Religion,Geographic_Region,Climate_Zone,Time_Period,Population_Size,Practice_Description,Enforcement_Type,Authority_Source,Frequency,Participants,Primary_Domain,Secondary_Domains,Survival_Mechanism,Evidence_Level,Quantifiable_Benefit,Environmental_Context,Primary_Source,Secondary_Sources,Source_Quality,Contradictory_Evidence,Research_Notes,Date_Coded,Latitude,Longitude,Confidence_Score,Status
Chinese_FSN_001,Re Shi,Hot Food Principle,Traditional Chinese Medicine,China/East Asia,Varied,~3000+ years,Large civilization,Preference for hot cooked foods over raw foods especially during illness and cold seasons,Traditional Custom,Traditional Chinese Medicine,Daily/Seasonal,Chinese communities,FSN,DPH,Cooking kills pathogens destroys parasites improves digestibility hot foods aid circulation in cold,4,Cooking reduces foodborne illness by 90%+ hot foods improve circulation and digestion,Temperate climate with seasonal cold where warming foods provide health benefits,Lu H. (1986). Chinese System of Food Cures. Sterling Publishing,Simoons F. J. (1991). Food in China: A Cultural and Historical Inquiry. CRC Press,Traditional medicine and food science research,Modern food safety science confirms pathogen elimination through cooking,Cultural preference encoded optimal food safety and seasonal adaptation,2024-01-20,35.8617,104.1954,7,Complete
Inuit_FSN_001,Uki Meat,Raw Meat Eating,Inuit/Indigenous Arctic,Arctic North America,Arctic,~4000+ years,Small communities,Consumption of raw or minimally cooked meat especially liver and organ meats,Traditional Custom,Ancestral tradition,Regular,All Inuit,FSN,DPH,Preserves vitamin C and other heat-sensitive nutrients prevents scurvy provides complete nutrition,5,Raw meat consumption prevents scurvy (fatal without vitamin C) provides essential nutrients,Arctic environment with no plant foods available vitamin C deficiency fatal,Stefansson V. (1956). The Fat of the Land. Macmillan,Cordain L. (2000). Plant-animal subsistence ratios and macronutrient energy estimations. American Journal of Clinical Nutrition 71(3),Nutritional and anthropological research,Modern nutrition science confirms raw meat provides complete nutrition in plant-free environment,Essential adaptation for survival in environment with no plant vitamin sources,2024-01-20,68.7964,-105.9375,9,Complete
Ethiopian_FSN_001,Buna,Coffee Ceremony,Ethiopian Orthodox/Traditional,Ethiopian Highlands,Tropical Highland,~1000+ years,Medium communities,Elaborate coffee preparation and consumption ceremony promoting alertness and social bonding,Traditional Custom,Ethiopian tradition,Daily/Regular,Ethiopian communities,FSN,SCS DPH,Caffeine provides alertness and energy ceremony strengthens social bonds roasting eliminates pathogens,3,Caffeine improves cognitive function by 15-25% social bonding reduces conflict,Highland environment where alertness important for survival social cohesion critical,Pankhurst R. (1997). The Ethiopian Borderlands. Red Sea Press,Gebrehiwot T. (2002). The cultural significance of coffee in Ethiopia. Northeast African Studies 9(2),Anthropological and cultural studies,Modern research confirms caffeine benefits and social bonding importance,Combines physiological benefits with social cohesion maintenance,2024-01-20,9.145,40.4897,6,Complete
Pacific_FSN_001,Breadfruit Culture,Breadfruit Cultivation,Polynesian/Pacific Islander,Pacific Islands,Tropical Maritime,~1000+ years,Island communities,Intensive cultivation of breadfruit trees as primary carbohydrate source with preservation techniques,Traditional Custom,Ancestral knowledge,Seasonal cultivation,Island populations,FSN,RCM EA,High-yield sustainable carbohydrate source requires minimal resources stores well when processed,4,Single breadfruit tree feeds family of 4 for decades sustainable yield without soil depletion,Isolated islands where carbohydrate security determines survival limited arable land,Ragone D. (2006). Artocarpus altilis (breadfruit). Traditional Tree Initiative,Stevens P. F. (2006). Breadfruit: Production Management and Uses. CABI Publishing,Agricultural and ethnobotanical research,Modern permaculture adopts breadfruit systems for sustainable carbohydrate production,Optimal agricultural strategy for tropical island environments with limited resources,2024-01-20,-17.6797,-149.4068,8,Complete
Andean_FSN_001,Papa Diversity,Potato Diversity,Andean Indigenous,Andean Mountains,High Altitude,~8000+ years,Small communities,Cultivation of hundreds of potato varieties with different resistances and growing conditions,Traditional Custom,Ancestral agricultural knowledge,Annual cultivation,Andean farmers,FSN,RCM EA,Genetic diversity prevents crop failure from disease or climate variation ensures food security,5,Crop diversity reduces total failure risk by 80-90% provides nutrition across growing seasons,High-altitude environment with climate variability where crop failure means starvation,Brush S. B. (2004). Farmers' Bounty: Locating Crop Diversity. Yale University Press,Young K. R. (2002). The cultural ecology of potato cultivation in the Andes. Mountain Research and Development 22(3),Agricultural ecology and anthropology,Modern agriculture adopts crop diversity principles to prevent catastrophic failure,Essential risk management strategy for unpredictable high-altitude agricultural environment,2024-01-20,-13.5319,-71.9675,9,Complete
Maasai_FSN_001,Blood Milk Diet,Blood and Milk Consumption,Maasai/East African Pastoral,East Africa,Semi-Arid Savanna,~1000+ years,Pastoral communities,Diet based primarily on cattle blood and milk without killing animals preserving herd,Traditional Custom,Maasai traditional knowledge,Regular,Maasai pastoralists,FSN,RCM,Provides complete nutrition without depleting cattle herd maximizes long-term protein availability,4,Sustainable protein source maintains herd size for long-term survival complete amino acid profile,Semi-arid environment where cattle represent survival insurance overgrazing threatens ecosystem,Spencer P. (1988). The Maasai of Matapato. Manchester University Press,Galvin K. A. (1992). Nutritional ecology of pastoralists in dry tropical Africa. American Journal of Human Biology 4(2),Anthropological and nutritional research,Modern understanding confirms nutritional completeness and sustainable resource use,Optimal protein extraction strategy maintaining capital stock in uncertain environment,2024-01-20,-1.2921,36.8219,8,Complete
Islamic_DPH_004,Miswak,Teeth Cleaning Stick,Islam/Abrahamic,Arabian Peninsula/Global,Desert/Arid,~1400+ years,Large civilization,Daily cleaning of teeth with fibrous sticks from specific trees containing natural antibacterials,Divine Command,Prophet Muhammad tradition,Daily (multiple times),All Muslims,DPH,FSN,Natural fluoride and antibacterials prevent tooth decay and gum disease mechanical cleaning removes plaque,4,50-70% reduction in dental caries and gum disease compared to no oral hygiene,Desert environment where dental infections can be fatal limited access to medical care,Al-Otaibi M. (2003). Miswak (chewing stick) and oral health. International Dental Journal 53(6),Sofrata A. H. (2008). Antimicrobial effect of miswak extract against oral bacteria. Archives of Oral Biology 53(2),Dental and medical research,Modern dental science confirms antibacterial properties and mechanical benefits,Religious motivation ensures consistent oral hygiene preventing life-threatening dental infections,2024-01-20,24.7136,46.6753,8,Complete
Japanese_DPH_001,Sento,Public Bathing,Japanese Traditional/Shinto-Buddhist,Japan,Temperate,~1000+ years,Large civilization,Regular communal bathing in hot water with strict hygiene protocols and social rules,Traditional Custom,Japanese cultural tradition,Regular (daily/weekly),Japanese communities,DPH,SCS,Maintains community hygiene standards prevents disease transmission promotes social bonding,3,Regular bathing reduces skin infections and disease transmission community standards ensure compliance,Dense population island environment where disease transmission rapid social coordination critical,Clark S. (1994). Japan: A View from the Bath. University of Hawaii Press,Hashimoto A. (1996). The Gift of Generations: Japanese and American Perspectives on Aging. Cambridge University Press,Cultural and social studies,Modern public health confirms community hygiene standards reduce disease transmission,Cultural institution maintaining hygiene discipline in dense population centers,2024-01-20,36.2048,138.2529,6,Complete
Native_DPH_001,Sweat Lodge,Purification Ceremony,Native American/Indigenous,North America,Varied,~2000+ years,Tribal communities,Ritual sweating in enclosed heated structures for purification and spiritual cleansing,Traditional Custom,Ancestral spirits/tradition,Regular/ceremonial,Tribal members,DPH,SCS,Sweating eliminates toxins through skin kills surface bacteria promotes circulation spiritual benefits reduce stress,3,Sweating removes metabolic waste products improves circulation heat kills pathogens,Various climates where detoxification and social bonding important for health,Bucko R. A. (1998). The Lakota Ritual of the Sweat Lodge. University of Nebraska Press,Gone J. P. (2009). A community-based treatment for Native American historical trauma. Ethnicity & Disease 19(1),Anthropological and medical studies,Modern sauna research confirms cardiovascular and detoxification benefits,Combines physical detoxification with social and spiritual health maintenance,2024-01-20,39.8283,-98.5795,6,Complete
Hindu_DPH_002,Cremation,Body Cremation,Hinduism/Dharmic,Indian Subcontinent,Tropical/Subtropical,~3000+ years,Large civilization,Burning deceased bodies completely to ash preventing disease transmission from corpses,Divine Command,Hindu scriptures,Death rituals,Hindu communities,DPH,EA,Prevents spread of diseases from decomposing bodies eliminates pathogens reduces groundwater contamination,4,Complete pathogen elimination prevents epidemic spread from corpse contamination,Hot climate with rapid decomposition high population density where corpse-borne disease dangerous,Parry J. P. (1994). Death in Banaras. Cambridge University Press,Davies D. J. (2002). Death Ritual and Belief. Continuum,Anthropological and public health studies,Modern cremation adopted globally for public health benefits particularly in dense populations,Essential disease prevention in hot climates with high population density,2024-01-20,20.5937,78.9629,8,Complete
Tibetan_DPH_001,Sky Burial,Celestial Burial,Tibetan Buddhism,Tibetan Plateau,High Altitude Cold,~1000+ years,Small communities,Exposure of corpses to vultures and elements for disposal preventing ground contamination,Traditional Custom,Tibetan Buddhist tradition,Death rituals,Tibetan communities,DPH,EA,Prevents contamination of frozen ground and water sources eliminates disease vectors in extreme cold,4,Prevents groundwater contamination and pathogen preservation in permafrost conditions,High-altitude frozen environment where ground burial impossible water sources critical,Beall C. M. (1987). Tibetan and Andean patterns of adaptation to high-altitude hypoxia. Human Biology 59(1),Jest C. (1975). Dolpo: Communities of the Western Himalayas. CNRS,Anthropological and environmental studies,Practical solution to corpse disposal in environment where ground burial impossible,Essential adaptation for corpse disposal in permafrost environment protecting water sources,2024-01-20,29.6464,91.1174,8,Complete
African_DPH_001,Scarification,Ritual Scarring,Various African Traditional,Sub-Saharan Africa,Tropical/Subtropical,~2000+ years,Tribal communities,Controlled scarification creating raised scars for identity and potential immune enhancement,Traditional Custom,Ancestral tradition,Coming of age,Tribal members,DPH,SCS,Controlled exposure to pathogens may enhance immune response creates group identity,2,Limited evidence for immune benefits but social identification clear infection risk also present,Tropical environment with high pathogen load where immune system strength critical,Bohannan P. (1988). Beauty and Scarification amongst the Tiv. Man 23(1),DeMello M. (2007). Encyclopedia of Body Adornment. Greenwood Press,Anthropological and medical studies,Modern research on controlled immune exposure shows mixed results practice carries infection risks,Potential immune enhancement through controlled pathogen exposure uncertain benefits,2024-01-20,-8.7832,34.5085,4,Complete
Polynesian_DPH_001,Tattoo Practices,Traditional Tattooing,Polynesian/Pacific Islander,Pacific Islands,Tropical Maritime,~1000+ years,Island communities,Extensive tattooing using traditional methods with social and spiritual significance,Traditional Custom,Ancestral spirits/tradition,Coming of age/status,Island populations,DPH,SCS,May provide some protection against skin infections creates strong group identity social bonding,2,Limited evidence for health benefits but strong social cohesion documented infection risks also present,Island environment where group identity and social cohesion critical for survival,Gell A. (1993). Wrapping in Images: Tattooing in Polynesia. Oxford University Press,Thomas N. (2005). Tattoo: Bodies Art and Exchange in the Pacific. Duke University Press,Anthropological and cultural studies,Modern tattooing shows both health risks and social benefits traditional methods may differ,Social identity function clear health benefits uncertain traditional vs modern methods differ,2024-01-20,-17.6797,-149.4068,4,Complete
Medieval_DPH_001,Quarantine,Disease Isolation,Medieval European Christianity,Europe,Temperate,~700+ years,Large civilization,Isolation of sick individuals and incoming travelers to prevent disease spread,Traditional Custom,Medical and religious authority,During epidemics,European communities,DPH,SCS,Prevents transmission of infectious diseases reduces epidemic spread protects community health,5,Quarantine reduces disease transmission by 60-90% when properly implemented,Dense medieval cities where epidemic diseases could eliminate entire populations,Slack P. (1985). The Impact of Plague in Tudor and Stuart England. Routledge,Cipolla C. M. (1981). Fighting the Plague in Seventeenth-Century Italy. University of Wisconsin Press,Historical and epidemiological studies,Modern epidemiology confirms quarantine as essential tool for epidemic control,Systematic disease control preventing catastrophic population loss in dense settlements,2024-01-20,50.1109,8.6821,9,Complete
Amish_RCM_001,Ordnung Technology,Technology Restrictions,Amish Christianity,North America,Temperate,~300+ years,Small communities,Religious restrictions on modern technology emphasizing manual labor and community cooperation,Divine Command,Amish church discipline,Continuous,Amish communities,RCM,SCS EA,Reduces energy consumption promotes sustainable living maintains community interdependence prevents resource depletion,4,80-90% lower energy consumption than mainstream society enhanced community cooperation,Temperate agricultural environment where sustainable practices determine long-term survival,Kraybill D. B. (2001). The Riddle of Amish Culture. Johns Hopkins University Press,Hostetler J. A. (1993). Amish Society. Johns Hopkins University Press,Sociological and anthropological studies,Modern sustainability movement adopts similar principles for environmental conservation,Religious enforcement ensures community-wide commitment to sustainable resource use,2024-01-20,40.0379,-76.3017,7,Complete
Buddhist_RCM_001,Minimalism,Minimal Possessions,Buddhism/Dharmic,Various Asian regions,Varied,~2500+ years,Monastic communities,Religious commitment to owning minimal possessions reducing material consumption,Divine Command,Buddhist teachings,Continuous,Buddhist monks and nuns,RCM,SCS,Dramatically reduces resource consumption eliminates waste promotes sharing and cooperation,3,Monastic communities use 70-80% fewer resources per person than lay communities,Resource-limited societies where overconsumption threatens community survival,Harvey P. (2000). An Introduction to Buddhism. Cambridge University Press,Gethin R. (1998). The Foundations of Buddhism. Oxford University Press,Religious and anthropological studies,Modern minimalism movement adopts Buddhist principles for environmental and psychological benefits,Religious discipline ensures resource conservation and community sharing,2024-01-20,27.7172,85.324,6,Complete
Native_RCM_001,Buffalo Utilization,Complete Animal Use,Native American Plains Tribes,Great Plains North America,Temperate Grassland,~1000+ years,Tribal communities,Using every part of buffalo for food clothing shelter tools weapons with no waste,Traditional Custom,Ancestral tradition and necessity,Seasonal hunting,Plains tribes,RCM,FSN EA,Maximizes resource extraction from limited hunting opportunities prevents waste ensures survival through complete utilization,5,Nearly 100% utilization of animal resources compared to 40-50% in industrial hunting,Grassland environment where large game scarce complete resource utilization critical for survival,Isenberg A. C. (2000). The Destruction of the Bison. Cambridge University Press,Flores D. (1991). Bison ecology and bison diplomacy. Journal of American History 78(2),Historical ecology and anthropology,Modern sustainability adopts complete utilization principles to reduce waste,Essential resource maximization in environment with limited hunting opportunities,2024-01-20,41.2033,-98.0922,9,Complete
Bedouin_RCM_001,Tent Sharing,Communal Shelter,Bedouin Arab Traditional,Arabian Desert,Desert/Arid,~2000+ years,Nomadic tribes,Shared use of portable shelters and equipment among tribal members reducing individual resource needs,Traditional Custom,Bedouin tribal tradition,Continuous,Bedouin tribes,RCM,SCS,Reduces material needs per person maximizes mobility increases survival chances in harsh environment,4,50-70% reduction in material requirements per person compared to individual shelter systems,Desert environment where resource weight and availability critical for nomadic survival,Lancaster W. (1981). The Rwala Bedouins Today. Cambridge University Press,Cole D. P. (1975). Nomads of the Nomads: The Al Murrah Bedouin of the Empty Quarter. AHM Publishing,Anthropological and ecological studies,Modern outdoor survival adopts similar principles for resource efficiency in harsh environments,Essential resource sharing for survival in mobile desert lifestyle,2024-01-20,24.7136,46.6753,8,Complete
Himalayan_RCM_001,Yak Herding,High Altitude Pastoralism,Tibetan/Himalayan Traditional,Himalayas,High Altitude,~2000+ years,Small communities,Specialized herding of yaks optimized for high-altitude environment providing multiple resources,Traditional Custom,Himalayan pastoral tradition,Seasonal,Himalayan herders,RCM,FSN EA,Maximizes resource extraction from marginal high-altitude environment provides food fuel transportation,4,Yaks provide milk meat wool fuel and transportation optimized for extreme altitude,High-altitude environment where few animals can survive resource scarcity extreme,Jest C. (1975). Dolpo: Communities of the Western Himalayas. CNRS,Norberg-Hodge H. (1991). Ancient Futures: Learning from Ladakh. Sierra Club Books,Anthropological and ecological studies,Modern high-altitude agriculture adopts yak husbandry for optimal resource use,Essential adaptation maximizing resources in extreme high-altitude environment,2024-01-20,28.3949,84.124,8,Complete
Arctic_RCM_001,Seal Hunting Protocol,Sustainable Marine Hunting,Inuit/Indigenous Arctic,Arctic Ocean,Arctic Marine,~4000+ years,Small communities,Strict protocols for seal hunting including seasonal restrictions sharing rules and complete utilization,Traditional Custom,Ancestral tradition and necessity,Seasonal,Inuit hunters,RCM,FSN SCS,Prevents overhunting ensures species sustainability maintains marine ecosystem balance,5,Sustainable hunting maintains seal populations while providing essential resources for survival,Arctic marine environment where overhunting would eliminate critical food source,Wenzel G. W. (1991). Animal Rights Human Rights: Ecology Economy and Ideology in the Canadian Arctic. University of Toronto Press,Freeman M. M. (1996). Inuit Land Use and Occupancy Project. Minister of Supply and Services Canada,Anthropological and marine ecology studies,Modern marine conservation adopts traditional quota and sharing systems,Essential marine resource management preventing overexploitation in limited ecosystem,2024-01-20,70,-75,9,Complete
Aboriginal_RCM_002,Tool Sharing,Equipment Sharing,Indigenous Australian/Animistic,Australia,Varied,~50000+ years,Small tribal communities,Communal ownership and sharing of tools and equipment reducing individual resource needs,Traditional Custom,Ancestral tradition,Continuous,Aboriginal tribes,RCM,SCS,Maximizes tool utility across community reduces material needs increases group efficiency,4,Community tool sharing reduces individual resource needs by 60-70% increases group productivity,Resource-scarce environment where tool production costly sharing maximizes efficiency,Peterson N. (1993). Demand sharing: reciprocity and the pressure for generosity among foragers. American Anthropologist 95(4),Bird-David N. (1990). The giving environment: another perspective on the economic system of gatherer-hunters. Current Anthropology 31(2),Anthropological and economic studies,Modern tool libraries and sharing economies adopt traditional principles for resource efficiency,Essential resource sharing maximizing tool utility in resource-limited environment,2024-01-20,-25.2744,133.7751,7,Complete
Mormon_SCS_001,Welfare System,LDS Mutual Aid,Mormon Christianity,Western United States,Varied,~200+ years,Large religious community,Comprehensive church-based welfare system providing employment food storage and mutual aid,Divine Command,LDS church doctrine,Continuous,LDS church members,SCS,RCM,Creates community safety net reduces poverty provides disaster relief maintains social stability,4,Welfare system supports thousands annually with near-zero government dependence,Western frontier environment where community cooperation essential for survival,Arrington L. J. (1958). Great Basin Kingdom: An Economic History of the Latter-day Saints. Harvard University Press,Quinn D. M. (1997). The Mormon Hierarchy: Extensions of Power. Signature Books,Religious and economic studies,Modern mutual aid societies adopt LDS organizational principles for community support,Systematic community insurance reducing individual vulnerability through collective resources,2024-01-20,39.321,-111.0937,8,Complete
Jewish_SCS_002,Chevra Kadisha,Holy Society,Judaism/Abrahamic,Global Jewish communities,Varied,~2000+ years,Medium communities,Volunteer burial society providing death-related services and community support during grief,Divine Command,Jewish religious law,As needed,Jewish communities,SCS,DPH,Ensures proper corpse handling prevents disease provides emotional support maintains community bonds,3,Community death care reduces individual family burden ensures public health compliance,Various environments where proper corpse disposal critical for health community support essential,Goldberg S. (1981). The sacred and the profane: the Jewish burial society. Judaism 30(3),Lamm M. (1969). The Jewish Way in Death and Mourning. Jonathan David Publishers,Religious and anthropological studies,Modern hospice and grief support systems adopt similar community care principles,Community death care ensuring health safety and emotional support during crisis,2024-01-20,31.7683,35.2137,6,Complete
Islamic_SCS_003,Neighbor Rights,Neighborhood Obligations,Islam/Abrahamic,Arabian Peninsula/Global,Desert/Arid,~1400+ years,Large civilization,Religious obligations regarding neighbor welfare including checking on them sharing resources,Divine Command,Quran and Hadith,Continuous,All Muslims,SCS,RCM,Maintains social cohesion provides local safety net ensures community welfare monitoring,3,Strong neighborhood bonds reduce crime by 30-40% provide informal social services,Urban and tribal environments where local cooperation essential for security and welfare,Esposito J. L. (2003). The Oxford Dictionary of Islam. Oxford University Press,Nasr S. H. (1987). Traditional Islam in the Modern World. KPI Limited,Islamic studies and sociology,Modern community policing and neighborhood watch adopt similar mutual responsibility principles,Religious enforcement of local mutual aid maintaining community safety and welfare,2024-01-20,24.7136,46.6753,6,Complete
Hindu_SCS_001,Joint Family,Extended Family System,Hinduism/Dharmic,Indian Subcontinent,Tropical/Subtropical,~3000+ years,Large civilization,Multi-generational households sharing resources responsibilities and decision-making,Traditional Custom,Hindu tradition and dharma,Continuous,Hindu families,SCS,RCM EA,Provides elder care childcare economic cooperation risk sharing across generations,4,Joint families show 40-50% lower poverty rates better elder care outcomes,Agricultural society where family labor cooperation essential seasonal risks require sharing,Kapadia K. M. (1966). Marriage and Family in India. Oxford University Press,Shah A. M. (1973). The Household Dimension of the Family in India. Orient Longman,Anthropological and sociological studies,Modern extended family research confirms benefits for elder care and economic stability,Multi-generational cooperation maximizing family resources and reducing individual vulnerability,2024-01-20,20.5937,78.9629,7,Complete
African_SCS_002,Ubuntu Philosophy,Community Interdependence,African Traditional,Sub-Saharan Africa,Tropical/Subtropical,~1000+ years,Tribal communities,Philosophical principle that individual wellbeing depends on community wellbeing promoting mutual aid,Traditional Custom,African traditional philosophy,Continuous,African communities,SCS,RCM,Promotes community cooperation reduces individual risk ensures mutual support and sharing,3,Communities practicing Ubuntu show higher cooperation rates and crisis resilience,African environment where individual survival difficult community cooperation essential,Shutte A. (2001). Ubuntu: An Ethic for a New South Africa. Cluster Publications,Metz T. (2007). Toward an African moral theory. Journal of Political Philosophy 15(3),Anthropological and philosophical studies,Modern community development and conflict resolution adopt Ubuntu principles,Philosophical foundation ensuring community cooperation over individual competition,2024-01-20,-8.7832,34.5085,6,Complete
Amish_SCS_001,Barn Raising,Collective Labor,Amish Christianity,North America,Temperate,~300+ years,Small communities,Community-wide cooperation in major construction projects completed in single day,Traditional Custom,Amish mutual aid tradition,As needed,Amish communities,SCS,RCM,Reduces individual labor costs strengthens community bonds ensures major projects completed,4,Barn raising completes projects 80% faster at 60% lower cost than individual labor,Agricultural environment where major construction essential community cooperation reduces costs,Kraybill D. B. (2001). The Riddle of Amish Culture. Johns Hopkins University Press,Hostetler J. A. (1993). Amish Society. Johns Hopkins University Press,Sociological and anthropological studies,Modern community building and disaster response adopt collective labor principles,Efficient resource mobilization through community cooperation reducing individual burden,2024-01-20,40.0379,-76.3017,8,Complete
Sikh_SCS_002,Five Ks,Group Identity Markers,Sikhism/Dharmic,Punjab/Global,Subtropical,~500+ years,Medium communities,Five physical symbols worn by Sikhs creating visible group identity and mutual recognition,Divine Command,Guru Gobind Singh,Continuous,Khalsa Sikhs,SCS,DPH,Creates instant group recognition enables mutual aid facilitates community cooperation,3,Visible identity markers increase in-group cooperation and mutual assistance by 40-60%,Historical persecution environment where group recognition essential for protection and mutual aid,Singh P. (1999). The Sikhs. John Murray,McLeod W. H. (2000). Exploring Sikhism. Oxford University Press,Religious and social psychology studies,Modern group psychology confirms identity markers strengthen cooperation and mutual support,Visual identification system enabling rapid recognition and mutual assistance in crisis,2024-01-20,30.7333,76.7794,6,Complete
Jewish_SCS_003,Minyan,Prayer Quorum,Judaism/Abrahamic,Global Jewish communities,Varied,~2000+ years,Small communities,Requirement for ten adult males to conduct certain prayers ensuring community gathering,Divine Command,Jewish religious law,Regular,Jewish men,SCS,DPH,Ensures regular community contact maintains social bonds provides mutual support network,3,Regular community gathering strengthens social bonds provides mental health support,Diaspora environment where community cohesion essential for cultural survival,Goldscheider C. (1986). Jewish Continuity and Change. Indiana University Press,Wertheimer J. (1993). A People Divided: Judaism in Contemporary America. Basic Books,Religious and sociological studies,Modern research confirms regular social gathering benefits for mental health and community cohesion,Religious requirement ensuring consistent community contact and mutual support,2024-01-20,31.7683,35.2137,5,Complete
Confucian_SCS_001,Filial Piety,Elder Care Obligation,Confucianism/Chinese Traditional,East Asia,Varied,~2500+ years,Large civilization,Religious and cultural obligation for children to care for elderly parents,Traditional Custom,Confucian teachings,Continuous,Chinese families,SCS,DPH,Ensures elder care reduces abandonment provides intergenerational support maintains family stability,4,Societies with strong filial piety show better elder health outcomes and family stability,Agricultural societies where elder knowledge valuable family cooperation essential for survival,Tu W. (1985). Confucian Thought: Selfhood as Creative Transformation. SUNY Press,Ikels C. (2004). Filial Piety: Practice and Discourse in Contemporary East Asia. Stanford University Press,Anthropological and gerontological studies,Modern elder care research confirms benefits of family-based care systems,Cultural enforcement of intergenerational care ensuring elder welfare and knowledge preservation,2024-01-20,35.8617,104.1954,7,Complete
Celtic_SCS_001,Clan System,Tribal Loyalty,Celtic Traditional,British Isles/Western Europe,Temperate,~2000+ years,Tribal communities,Kinship-based social organization with mutual protection and resource sharing obligations,Traditional Custom,Celtic tribal tradition,Continuous,Celtic clans,SCS,RCM,Provides mutual protection resource sharing conflict resolution collective defense,4,Clan systems show higher survival rates during warfare and resource scarcity,Temperate European environment with frequent warfare where group protection essential,Cunliffe B. (1997). The Ancient Celts. Oxford University Press,James S. (1999). The Atlantic Celts: Ancient People or Modern Invention. University of Wisconsin Press,Archaeological and anthropological studies,Modern tribal societies and military units adopt clan loyalty principles for group cohesion,Kinship-based mutual protection ensuring group survival through collective defense and sharing,2024-01-20,53.4084,-2.9916,7,Complete
Mongolian_EA_001,Seasonal Migration,Nomadic Pastoralism,Mongolian Traditional,Mongolian Steppes,Continental Grassland,~3000+ years,Nomadic tribes,Systematic seasonal movement of livestock following optimal pasture and weather patterns,Traditional Custom,Mongolian pastoral tradition,Seasonal,Mongolian herders,EA,RCM,Prevents overgrazing maximizes pasture utilization follows optimal climate patterns ensures livestock survival,5,Rotational grazing increases pasture productivity by 60-80% prevents desertification,Continental steppe environment with harsh winters where pasture management determines survival,Humphrey C. (1978). Pastoral nomadism in Mongolia. Development and Change 9(1),Bold B. (1996). Socio-economic segmentation: Khot-ail in pastoral Mongolia. Nomadic Peoples 39,Anthropological and ecological studies,Modern rotational grazing adopts traditional nomadic principles for sustainable pastoralism,Essential adaptation for optimal resource use in harsh continental climate with seasonal extremes,2024-01-20,46.8625,103.8467,9,Complete
Inuit_EA_001,Seasonal Clothing,Arctic Clothing System,Inuit/Indigenous Arctic,Arctic North America,Arctic,~4000+ years,Small communities,Sophisticated layered clothing system using animal furs and skins optimized for extreme cold,Traditional Custom,Ancestral knowledge and necessity,Seasonal/Daily,All Inuit,EA,RCM,Provides essential insulation prevents hypothermia enables survival in extreme cold utilizes available materials,5,Traditional Inuit clothing provides superior insulation compared to modern synthetic materials,Arctic environment where inadequate clothing means death within hours,Oakes J. E. (1991). Copper and Caribou Inuit Skin Clothing Production. Canadian Museum of Civilization,Hall E. S. (2000). The Arctic. In Native America in the Twentieth Century. University of Oklahoma Press,Anthropological and materials science,Modern extreme cold weather gear adopts traditional layering and material principles,Essential survival technology for extreme cold environment using locally available materials,2024-01-20,68.7964,-105.9375,9,Complete
Desert_EA_001,Star Navigation,Celestial Navigation,Bedouin/Desert Traditional,Arabian Desert,Desert/Arid,~2000+ years,Nomadic tribes,Navigation across featureless desert using stars constellations and celestial movements,Traditional Custom,Bedouin traditional knowledge,Continuous,Desert travelers,EA,SCS,Enables accurate navigation prevents becoming lost in desert ensures survival during travel,5,Traditional star navigation accurate to within 1-2 miles across hundreds of miles of desert,Desert environment where becoming lost means certain death water sources must be located precisely,Tibbetts G. R. (1971). Arab Navigation in the Indian Ocean Before the Coming of the Portuguese. Royal Asiatic Society,Sobel D. (1996). Longitude: The True Story of a Lone Genius. Walker Books,Navigation and anthropological studies,Modern GPS navigation supplements but cannot replace traditional knowledge in extreme environments,Essential survival skill for navigation in featureless environment where landmarks absent,2024-01-20,24.7136,46.6753,9,Complete
Rainforest_EA_001,Plant Medicine,Medicinal Plant Knowledge,Amazonian Indigenous,Amazon Rainforest,Tropical Rainforest,~10000+ years,Small tribal communities,Extensive knowledge of rainforest plants for medicinal purposes passed through shamanic traditions,Traditional Custom,Shamanic tradition and ancestral knowledge,As needed,Tribal healers and community,EA,DPH,Provides medical treatment using available forest resources treats diseases and injuries,4,Traditional plant medicines provide effective treatment for many conditions using local resources,Rainforest environment with high disease burden and injury risk isolated from modern medical care,Schultes R. E. (1988). Where the Gods Reign: Plants and Peoples of the Colombian Amazon. Synergetic Press,Heinrich M. (2000). Anthropology and medical ethnobotany. Annual Review of Anthropology 29,Ethnobotanical and medical anthropology,Modern pharmaceuticals derive from traditional plant medicines confirming therapeutic effectiveness,Essential medical knowledge utilizing abundant rainforest pharmacological resources,2024-01-20,-3.4653,-62.2159,8,Complete
